word;etymology;related
vesselam;"<p> <b>Arapça</b> <i>wa's-salām</i> والسلام <span style=""visibility:hidden;font-size:0px"">z</span> ""«barış adına», yemin sözü"" sözcüğünden alıntıdır. </p>";
antropoloji;"<p> <b>Fransızca </b> <i>anthropologie</i> veya <b>İngilizce </b> <i>anthropology</i> ""insanbilim"" sözcüğünden alıntıdır. </p>";
bakraç;"<p> <b>Türkiye Türkçesi</b> <i>bakır</i> sözcüğünden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2B%28g%29A%C3%A7"">+(g)Aç</a> ekiyle türetilmi olabilir; ancak bu kesin değildir. </p>";
ulusal;"<p><b>Fransızca </b> <i>national</i> ""millî"" sözcüğünden esinlenmiştir. • 1973'ten itibaren Bület Ecevit'e yakın kalemler (özellikle Ali Gevgilili) tarafından ""milliyetçi"" anlamında kullanılan <i>ulusalcı</i> sözcüğü, 1995'ten sonra Mümtaz Soysal ve Doğu Perinçek'in öncülük ettiği bir siyasi akımın adı oldu.</p>";
istekan;"<p> <b>Rusça </b> <i>stakan</i> стакан <span style=""visibility:hidden;font-size:0px"">z</span> ""bardak"" sözcüğünden alıntıdır. Rusça sözcük <b>ERus</b> aynı anlama gelen <i>dostokán</i> достоканъ <span style=""visibility:hidden;font-size:0px"">z</span> sözcüğünden evrilmiştir. (Kaynak: <u>Vasmer 3.743</u>) Bu sözcük <b>Çağatayca</b> <i>tostakan </i>veya<i> tostağan</i> ""sürahi, ibrik"" sözcüğü ile eş kökenlidir. </p>";
eytam;"<p> <b>Arapça</b> <i>ytm</i> kökünden gelen <i>aytām</i> أىتام <span style=""visibility:hidden;font-size:0px"">z</span> ""yetimler"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>yatīm</i> ""yetim"" sözcüğünün <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=af%CB%81%C4%81l"">afˁāl</a> vezninde çoğuludur. </p>";
azimut;"<p> <b>Fransızca </b> <i>azimut</i> veya <b>İngilizce </b> <i>azimuth</i> ""bir yıldızın ufuk çizgisine olan açısı"" sözcüğünden alıntıdır. Bu sözcük <b>Arapça</b> <i>smt</i> kökünden gelen <i>as-sumūt</i> السموت <span style=""visibility:hidden;font-size:0px"">z</span> ""yönler, açılar"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>samt</i> سمت <span style=""visibility:hidden;font-size:0px"">z</span> ""yön"" sözcüğünün <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fu%CB%81%C5%ABl"">fuˁūl</a> vezninde çoğuludur. </p>";
kuyum;"<p> <b>Eski Türkçe</b> <i>kuy-</i> ""dökmek"" fiilinden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BIm"">+Im</a> ekiyle türetilmiştir. Eski Türkçe fiil <b>Eski Türkçe</b> <i>kod-</i> ""koymak, bırakmak"" sözcüğünden evrilmiş olabilir; ancak bu kesin değildir. </p>";
zümrüt;"<p> <b>Arapça ve Farsça</b> <i>zumurrud </i>veya<i> zumrud</i> زمرد <span style=""visibility:hidden;font-size:0px"">z</span> ""bir değerli taş"" sözcüğünden alıntıdır. Arapça sözcük <b>Aramice/Süryanice</b> aynı anlama gelen <i>zmargad </i>veya<i> zmargdā</i> זמרגדא <span style=""visibility:hidden;font-size:0px"">z</span> sözcüğü ile eş kökenlidir. (Kaynak: <u><span style=""cursor:pointer"" title=""1903; tıpk. 2004"">Jastrow, Dict. of the Targumim, Talmud Bavli etc. sf.</span> 405</u>) Bu sözcük <b>Eski Yunanca</b> aynı anlama gelen <i>smáragdos</i> σμάραγδος <span style=""visibility:hidden;font-size:0px"">z</span> sözcüğü ile eş kökenlidir. Yunanca sözcük <b>Akatça</b> <i>barraqtu</i> ""bir tür değerli taş"" sözcüğü ile eş kökenli olabilir; ancak bu kesin değildir. (Kaynak: <u><span style=""cursor:pointer"" title=""U Chicago 1963-2007"">Chicago Assyrian Dictionary sf.</span> 2.113</u>) Akatça sözcük <b>Akatça</b> <i>barāqu</i> ""parlamak, şimşek çakmak"" sözcüğünden türetilmiştir. (Kaynak: <u><span style=""cursor:pointer"" title=""U Chicago 1963-2007"">Chicago Assyrian Dictionary sf.</span> 2.103</u>) </p>";
bungalov;"<p> <b>İngilizce </b> <i>bungalow</i> ""hafif yazlık ev"" sözcüğünden alıntıdır. İngilizce sözcük <b>Hint dillerinden Gucerati dilinde</b> <i>bangalo</i> ""«Bengalli», Bombay'de Bengalli göçmen işçilerin kulübelerine verilen ad"" sözcüğünden alıntıdır. Bu sözcük <i>Bengal</i> ""Hindistan'da bir ülke"" <b>özel adından</b> türetilmiştir. </p>";
kurum;"<p> (NOT: <b>Eski Türkçe</b> <i>kurun</i> ""baca tortusu"" sözcüğü ile eş kökenlidir. ) Eski Türkçe sözcük <b>Eski Türkçe</b> <i>kur-</i> ""büzmek"" fiilinden Eski Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=e&amp;ww=%2BIm"">+Im</a> ekiyle türetilmi olabilir; ancak bu kesin değildir. </p>";
stafilokok;"<p> <b>Fransızca </b> <i>staphylocoque</i> ""salkım şeklinde toplanan bakteri türü"" sözcüğünden alıntıdır. Fransızca sözcük <b>Eski Yunanca</b> <i>staphylḗ</i> σταφυλή <span style=""visibility:hidden;font-size:0px"">z</span> ""üzüm"" ve <b>Eski Yunanca</b> <i>kókkos</i> κόκκος <span style=""visibility:hidden;font-size:0px"">z</span> ""tane, meyve çekirdeği"" sözcüklerinin bileşiğidir. </p>";
çaba;<p> <b>Türkiye Türkçesi</b> <i>çabala-</i> fiilinden türetilmiştir. </p>;
ıskarmoz;"<p> <b>Yeni Yunanca ve Eski Yunanca</b> <i>skalmós</i> σκαλμός <span style=""visibility:hidden;font-size:0px"">z</span> ""sandalda küreğin bağlandığı çubuk"" sözcüğünden alıntıdır. Yunanca sözcük <b>Hintavrupa Anadilinde</b> yazılı örneği bulunmayan <i>*skol-mo-</i> ""yarma (ağaç, çubuk)"" biçiminden evrilmiştir. Bu sözcük <b>Hintavrupa Anadilinde</b> yazılı örneği bulunmayan <i>*skel-<sup>1</sup></i> ""yarmak"" kökünden türetilmiştir. </p>";
devriye;"<p> <b>Arapça</b> <i>dawr</i> دور <span style=""visibility:hidden;font-size:0px"">z</span> ""dönme, dolanma"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2B%C4%AB"">+ī</a> ekiyle türetilmiştir.</p>";
kadük;"<p> <b>Fransızca </b> <i>caduc</i> ""hukuki geçerliliğini yitirmiş (belge, tüzel kişilik vb.)"" sözcüğünden alıntıdır. Fransızca sözcük <b>Latince</b> <i>caducus</i> ""1. düşük, düşmüş, 2. varisi olmayan mülk"" sözcüğünden alıntıdır. Bu sözcük <b>Latince</b> <i>cadere</i> ""düşmek"" fiilinden türetilmiştir. </p>";
yelten|mek;"<p> <b>Türkiye Türkçesi</b> <i>yelte-</i> ""harekete geçirmek, koşturmak"" fiilinden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BIn-"">+In-</a> ekiyle türetilmiştir. Türkçe fiil <b>Eski Türkçe</b> <i>yeltür-</i> ""acele ettirmek, koşturmak"" sözcüğü ile eş kökenlidir. Bu sözcük <b>Eski Türkçe</b> <i>yel-</i> ""acele etmek, koşmak"" sözcüğünden türetilmiştir. </p>";
söylev;"<p> <b>Türkiye Türkçesi</b> <i>söyle-</i> fiilinden Yeni Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=y&amp;ww=%2BAv"">+Av</a> ekiyle türetilmiştir.</p>";
istihbar;"<p> <b>Arapça</b> <i>χbr</i> kökünden gelen <i>istiχbār</i> إستخبار <span style=""visibility:hidden;font-size:0px"">z</span> ""haber alma, bilgi edinme"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>χabara</i> خبر <span style=""visibility:hidden;font-size:0px"">z</span> ""denedi, sınadı, bizzat deneyerek öğrendi"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=istif%CB%81%C4%81l"">istifˁāl</a> vezninde (X) masdarıdır. </p>";
infisah;"<p> <b>Arapça</b> <i>fsχ</i> kökünden gelen <i>infisāχ</i> إنفساخ <span style=""visibility:hidden;font-size:0px"">z</span> ""sakatlanma, çürüme, dağılma"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>fasaχa</i> فَسَخَ <span style=""visibility:hidden;font-size:0px"">z</span> ""sakatladı"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=infi%CB%81%C4%81l"">infiˁāl</a> vezninde (VII) masdarıdır. </p>";
gitar;"<p> <b>Fransızca </b> <i>guitare</i> ""bir tür telli çalgı"" sözcüğünden alıntıdır. Fransızca sözcük <b>İspanyolca </b> aynı anlama gelen <i>guitara</i> sözcüğünden alıntıdır. Bu sözcük <b>Arapça</b> aynı anlama gelen <i>kītār</i> كيتار <span style=""visibility:hidden;font-size:0px"">z</span> sözcüğünden alıntıdır. Arapça sözcük <b>Eski Yunanca</b> aynı anlama gelen <i>kithára</i> κιθάρα <span style=""visibility:hidden;font-size:0px"">z</span> sözcüğünden alıntıdır. Yunanca sözcük <b>Eski Farsça </b> bir sözcükten alıntı olabilir; ancak bu kesin değildir. </p>";
factoring;"<p> <b>İngilizce </b> <i>factoring</i> ""aracı yoluyla iş yapma, aracı vasıtasıyla alacak tahsil etme"" sözcüğünden alıntıdır. İngilizce sözcük <b>İngilizce </b> <i>factor</i> ""vekil (ad), vekâlet etmek (fiil)"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bing"">+ing</a> ekiyle türetilmiştir. Bu sözcük <b>Latince</b> <i>factor</i> ""yapan, eden"" sözcüğünden alıntıdır. </p>";
akait;"<p> <b>Arapça</b> <i>ˁḳd</i> kökünden gelen <i>ˁaḳāˀid</i> عَقَائِد <span style=""visibility:hidden;font-size:0px"">z</span> ""ilkeler, aksiyomlar, İslam inancının temel ilkeleri"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ˁaḳīda(t)</i> عقيدة <span style=""visibility:hidden;font-size:0px"">z</span> sözcüğünün <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fa%CB%81%C4%81%CB%80il"">faˁāˀil</a> vezninde çoğuludur. </p>";
endokrin;"<p> <b>Fransızca ve İngilizce </b> <i>endocrine</i> ""iç salgılara ilişkin, tıpta hormonların genel adı"" sözcüğünden alıntıdır. (İlk kullanımı: <u>1909</u>) Fransızca sözcük <b>Eski Yunanca</b> <i>éndon</i> ένδον <span style=""visibility:hidden;font-size:0px"">z</span> ""iç"" ve <b>Eski Yunanca</b> <i>krínō</i> κρίνω <span style=""visibility:hidden;font-size:0px"">z</span> ""ayırmak, salgılamak"" sözcüklerinin bileşiğidir. </p>";
krizantem;"<p> <b>Fransızca </b> <i>chrysanthème</i> ""kasımpatı"" sözcüğünden alıntıdır. Fransızca sözcük <b>Latince</b> <i>chrysanthemum</i> sözcüğünden alıntıdır. Bu sözcük <b>Eski Yunanca</b> <i>χrýsos</i> χρύσος <span style=""visibility:hidden;font-size:0px"">z</span> ""altın"" ve <b>Eski Yunanca</b> <i>ánthos</i> άνθος <span style=""visibility:hidden;font-size:0px"">z</span> ""çiçek"" sözcüklerinin bileşiğidir. </p>";
hırs;"<p> <b>Arapça</b> <i>ḥrṣ</i> kökünden gelen <i>ḥirṣ</i> حرص <span style=""visibility:hidden;font-size:0px"">z</span> ""şiddetli ve bencil istek, arzu"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ḥaraṣa</i> حَرَصَ <span style=""visibility:hidden;font-size:0px"">z</span> ""şiddetle arzuladı"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fi%CB%81l"">fiˁl</a> vezninde türevidir.</p>";
tasarım;"<p> <b>Türkiye Türkçesi</b> yazılı örneği bulunmayan <i>*tasar-</i> fiilinden Yeni Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=y&amp;ww=%2BIm"">+Im</a> ekiyle türetilmiştir.</p>";
şamar;<p> Bu sözcüğün kökeni belirsizdir. </p>;
karine;"<p> <b>İtalyanca</b> <i>carina</i> ""gemi gövdesi"" sözcüğünden alıntıdır. İtalyanca sözcük <b>Latince</b> <i>carina</i> ""1. ceviz kabuğu, her çeşit sert kabuk, 2. gemi gövdesi"" sözcüğünden evrilmiştir. Bu sözcük <b>Hintavrupa Anadilinde</b> yazılı örneği bulunmayan <i>*kar-</i> ""sert"" biçiminden evrilmiştir. </p>";
develope;"<p> <b>Fransızca </b> <i>développer</i> ""1. kabuktan veya torbadan çıkarmak, açmak [esk.], 2. geliştirmek, ortaya çıkarmak, 3. fotoğraf filmini banyo etmek"" fiilinden alıntıdır. Fransızca fiil <b>Eski Fransızca</b> <i>voloppe</i> ""tahıl kepeği, kabuk, torba"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=p&amp;ww=de%2B"">de+</a> önekiyle türetilmiştir.</p>";
şeniyet;"<p> <b>Arapça</b> <i>şAn</i> kökünden gelen <i>şaˀn</i> شأن <span style=""visibility:hidden;font-size:0px"">z</span> ""şey, nesne, olgu"" sözcüğünden türetilmiştir. </p>";
tebeşir;"<p> <b>Farsça</b> <i>tabāşīr</i> تباشير <span style=""visibility:hidden;font-size:0px"">z</span> ""1. şeker kamışı şekeri, 2. tebeşir veya alçı, beyaz madde"" sözcüğünden alıntıdır. Farsça sözcük <b>Sanskritçe</b> <i>tvakşīrā</i> ""şeker kamışı özü"" sözcüğünden alıntıdır. Bu sözcük <b>Sanskritçe</b> <i>tváç, tvak-</i> ""kabuk"" ve <b>Sanskritçe</b> <i>şirā</i> ""öz suyu"" sözcüklerinin bileşiğidir. </p>";
vardiya;"<p> <b>Venedikçe</b> <i>vàrdia</i> veya <b>İtalyanca</b> <i>guardia</i> ""nöbet, koruma"" sözcüğünden alıntıdır. Bu sözcük <b>Germence</b> yazılı örneği bulunmayan <i>*ward-</i> sözcüğünden alıntıdır. Germence sözcük <b>İtalyanca</b> <i>guardare</i> ""korumak, gözetmek, nöbet tutmak"" fiilinden türetilmiştir. </p>";
erotik;"<p> <b>Fransızca </b> <i>érotique</i> ""cinselliğe ilişkin"" sözcüğünden alıntıdır. Fransızca sözcük <b>Eski Yunanca</b> aynı anlama gelen <i>erotikós</i> εροτικός <span style=""visibility:hidden;font-size:0px"">z</span> sözcüğünden alıntıdır. Bu sözcük <b>Eski Yunanca</b> <i>éros</i> έρος <span style=""visibility:hidden;font-size:0px"">z</span> sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bik%C2%B0"">+ik°</a> ekiyle türetilmiştir.</p>";
krikkrak;"<p> <b>Fransızca </b> <i>cric-crac</i> ""çubuk şeklinde galeta, kraker"" sözcüğünden alıntıdır. Fransızca sözcük ses yansımalı sözcüğünden türetilmiştir. </p>";
yemeni;"<p> <b>Arapça</b> <i>yamanī</i> يمنى <span style=""visibility:hidden;font-size:0px"">z</span> ""Yemen'e ait"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ymn</i> kökünden gelen <i>yaman</i> يمن <span style=""visibility:hidden;font-size:0px"">z</span> ""1. sağ el, sağ taraf, 2. güney (gün doğumuna oranla sağ taraf), 3. Arabistan'ın güneyinde bir ülke, Yemen"" sözcüğünün nisbet halidir. </p>";
bar(o)+;"<p>Aynı HAvr kökten <b>Sanskritçe</b> <i>guru-,</i> <b>Latince</b> <i>gravis</i> ""ağır"", <i>brutus</i> ""kaba"".</p>";
ılı|mak;"<p> <b>Eski Türkçe</b> <i>ılı- </i>veya<i> yılı-</i> ""ılımak, ısınmak"" fiilinden evrilmiştir. </p>";
illallah;"<p> <b>Arapça</b> <i>illā-llāh</i> إلّاالله <span style=""visibility:hidden;font-size:0px"">z</span> ""Allah'tan başka"" sözcüğünden alıntıdır. </p>";
zevat;"<p> <b>Arapça</b> <i>ḏw</i> kökünden gelen <i>ḏawāt</i> ذوات <span style=""visibility:hidden;font-size:0px"">z</span> ""zatlar, kişiler"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ḏāt</i> ذات <span style=""visibility:hidden;font-size:0px"">z</span> ""kişi"" sözcüğünün çoğuludur. </p>";
torpil;"<p> <b>Fransızca </b> <i>torpille</i> ""1. çarpan balığı, raia torpedo, 2. su altı bombası, 3. bir projeyi batırmak amacıyla gerçek niyetini belli etmeden müdahale etme"" sözcüğünden alıntıdır. Fransızca sözcük <b>Latince</b> <i>torpillus</i> ""çarpan balığı"" sözcüğünden türetilmiştir. Bu sözcük <b>Latince</b> aynı anlama gelen <i>torpedo, torpedin-</i> sözcüğünden evrilmiştir. </p>";
kut;"<p> <b>Eski Türkçe</b> <i>kut</i> ""bereket, baht, mutluluk"" sözcüğünden evrilmiştir. </p>";
dümbük;"<p> <b>Farsça</b> <i>tambuk</i> تنبك <span style=""visibility:hidden;font-size:0px"">z</span> ""davul, dümbelek, tulum (çalgı)"" sözcüğü ile eş kökenlidir. Farsça sözcük <b>Türkiye Türkçesi</b> <i>tablek </i>veya<i> deblek</i> ""dümbelek"" sözcüğü ile eş kökenli olabilir; ancak bu kesin değildir. </p>";
kanasta;"<p> <b>İspanyolca </b> <i>cañasta</i> ""1. hasır sepet, 2. bir iskambil oyunu"" sözcüğünden alıntıdır. İspanyolca sözcük <b>Eski Yunanca</b> <i>kánastron</i> κάναστρον <span style=""visibility:hidden;font-size:0px"">z</span> ""hasır sepet"" sözcüğünden alıntıdır. Bu sözcük <b>Eski Yunanca</b> <i>kánna</i> κάννα <span style=""visibility:hidden;font-size:0px"">z</span> ""kamış, kargı"" sözcüğünden türetilmiştir. </p>";
gibi;"<p> <b>Oğuzca</b> <i>kibi</i> ""benzer, aynı kalıptan"" sözcüğünden evrilmiştir. Oğuzca sözcük <b>Eski Türkçe</b> <i>kīp</i> ""kalıp"" sözcüğünden Eski Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=e&amp;ww=%2BI2"">+I2</a> ekiyle türetilmiştir.</p>";
ansiklopedi;"<p> <b>Fransızca </b> <i>encyclopédie</i> sözcüğünden alıntıdır. Fransızca sözcük <b>Yeni Latince</b> <i>encyclopaedia</i> ""genel eğitim programı (16. yy), her konuya değinen eğitici kitap (18. yy)"" sözcüğünden alıntıdır. Bu sözcük <b>Eski Yunanca</b> <i>enkýklios</i> ενκύκλιος <span style=""visibility:hidden;font-size:0px"">z</span> ""genel olarak"" (NOT: Yunanca sözcük <b>Eski Yunanca</b> <i>kýklios</i> κύκλιος <span style=""visibility:hidden;font-size:0px"">z</span> ""dairesel, çember şeklinde, genel"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=p&amp;ww=en%2B"">en+</a> önekiyle türetilmiştir.) ve <b>Eski Yunanca</b> <i>paídeúō</i> παίδεύω <span style=""visibility:hidden;font-size:0px"">z</span> ""eğitmek"" sözcüklerinin bileşiğidir. </p>";
ablak;"<p> <b>Arapça</b> <i>blḳ</i> kökünden gelen <i>ablaḳ</i> أبْلَق <span style=""visibility:hidden;font-size:0px"">z</span> ""aklı karalı (at rengi)"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>balaḳ</i> بَلَقَ <span style=""visibility:hidden;font-size:0px"">z</span> ""aklı karalı olma, alacalı olma"" sözcüğünün <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=af%CB%81al"">afˁal</a> vezninde sıfatıdır. </p>";
yaraş|mak;"<p> <b>Eski Türkçe</b> <i>yaraş-</i> ""birbirine uygun olmak, uyuşmak, anlaşmak"" fiilinden evrilmiştir. Eski Türkçe fiil <b>Eski Türkçe</b> <i>yara-</i> ""uymak"" fiilinden Eski Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=e&amp;ww=%2BI%C5%9F-"">+Iş-</a> ekiyle türetilmiştir.</p>";
aleni;"<p> <b>Arapça</b> <i>ˁalanī</i> علنى <span style=""visibility:hidden;font-size:0px"">z</span> ""gizli olmayan, açık ve aşikâr olan"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ˁln</i> kökünden gelen <i>ˁalan</i> علن <span style=""visibility:hidden;font-size:0px"">z</span> ""açık ve aşikâr olma"" sözcüğünün nisbet halidir. Bu sözcük <b>Arapça</b> <i>ˁalana</i> علن <span style=""visibility:hidden;font-size:0px"">z</span> ""açığa çıktı, aşikâr oldu"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fa%CB%81al"">faˁal</a> vezninde masdarıdır. </p>";
demirhindi;"<p> <b>Arapça</b> <i>tamr hindī</i> تمر هندى <span style=""visibility:hidden;font-size:0px"">z</span> ""Hint hurması, tropik ülkelerde yetişen bir ağaç, tamarind"" deyiminden alıntıdır. Arapça deyim <b>Arapça</b> <i>tamr</i> تمر <span style=""visibility:hidden;font-size:0px"">z</span> ""hurma"" sözcüğünden türetilmiştir. Bu sözcük <b>İbranice </b> <i>thamar</i> תמר <span style=""visibility:hidden;font-size:0px"">z</span> ""hurma ağacı"" sözcüğü ile eş kökenlidir. </p>";
ayyar;"<p> <b>Arapça</b> <i>ˁyr</i> kökünden gelen <i>ˁayyār</i> عيّار <span style=""visibility:hidden;font-size:0px"">z</span> ""gezgin, serseri, arsız, hergele"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ˁāra</i> عار <span style=""visibility:hidden;font-size:0px"">z</span> ""gezdi, (yaban eşekleri gibi) sağa sola seğirtti"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fa%CB%81%CB%81%C4%81l"">faˁˁāl</a> vezninde meslek adııdır. </p>";
kopil;"<p> <b>Yeni Yunanca</b> <i>kopéli</i> κοπέλι <span style=""visibility:hidden;font-size:0px"">z</span> ""oğlan çocuğu (argo ve lehçelerde)"" sözcüğü ile eş kökenlidir. </p>";
tonik;"<p> <b>Fransızca </b> <i>tonique</i> ""1. diyatonik dizinin ilk notası, 2. güç veren, kuvvet şurubu"" sözcüğünden alıntıdır. Fransızca sözcük <b>Geç Latince</b> aynı anlama gelen <i>tonicus</i> sözcüğünden alıntıdır. Bu sözcük <b>Eski Yunanca</b> <i>tonikós</i> τονικός <span style=""visibility:hidden;font-size:0px"">z</span> ""geren, güç veren"" sözcüğünden alıntıdır. Yunanca sözcük <b>Eski Yunanca</b> <i>teínō, ton-</i> τείνω, τον- <span style=""visibility:hidden;font-size:0px"">z</span> ""germek"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bik%C2%B0"">+ik°</a> ekiyle türetilmiştir.</p>";
kaltak;"<p> <b>Orta Türkçe</b> <i>kaltak</i> ""1. eyer köselesi, 2. ahlaksız adam, deyyus"" sözcüğünden evrilmiştir. Türkçe sözcük <b>Eski Türkçe</b> <i>kalıt-</i> ""kaldırmak"" fiilinden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2B%28g%29Ak"">+(g)Ak</a> ekiyle türetilmiştir.</p>";
günü;"<p> <b>Eski Türkçe</b> <i>küni</i> ""1. kıskançlık, 2. kuma, cariye"" sözcüğünden evrilmiştir. (NOT: Eski Türkçe sözcük <b>Eski Türkçe</b> <i>küŋ</i> ""cariye"" sözcüğü ile eş kökenlidir. ) Bu sözcük <b>Orta Farsça</b> <i>knīg </i>veya<i> kanīg</i> ""kız"" sözcüğünden alıntıdır. Orta Farsça sözcük <b>Avesta (Zend) dilinde</b> <i>kainyā, kainīka</i> ""kadın veya kız"" sözcüğü ile eş kökenlidir. </p>";
sübtil;"<p> <b>Fransızca </b> <i>subtil</i> ""ince, latif, zekice, dolaylı"" sözcüğünden alıntıdır. Fransızca sözcük <b>Latince</b> <i>subtilis</i> ""ince (kumaş)"" sözcüğünden alıntıdır. Bu sözcük <b>Latince</b> <i>sub tēla</i> ""«kumaş altı»"" sözcüğünden evrilmiştir. Latince sözcük <b>Latince</b> <i>tēla</i> ""kumaş, dokuma"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=p&amp;ww=sub%2B"">sub+</a> önekiyle türetilmiştir.</p>";
ampir;"<p> <b>Fransızca </b> <i>empire</i> ""1. imparatorluk, 2. Fransa'da Birinci İmparatorluk (1804-1815) dönemi ve bu döneme özgü mobilya stili"" sözcüğünden alıntıdır. Fransızca sözcük <b>Latince</b> <i>imperium</i> ""komutanlık, imparatorluk"" sözcüğünden evrilmiştir. </p>";
şimendifer;"<p> <b>Fransızca </b> <i>chemin de fer</i> ""demir yolu"" deyiminden alıntıdır. Fransızca deyim <b>Fransızca </b> <i>chemin</i> ""yol"" ve <b>Fransızca </b> <i>fer</i> ""demir"" sözcüklerinin bileşiğidir. </p>";
yaka;"<p> <b>Eski Türkçe</b> <i>yaka</i> ""yan, kıyı, sınır"" sözcüğünden evrilmiştir. Eski Türkçe sözcük <b>Eski Türkçe</b> <i>yak-</i> ""yaklaşmak, yanına gelmek"" fiilinden Eski Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=e&amp;ww=%2BA"">+A</a> ekiyle türetilmiştir.</p>";
yazman;"<p> <b>Türkiye Türkçesi</b> <i>yaz-</i> fiilinden Yeni Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=y&amp;ww=%2BmAn"">+mAn</a> ekiyle türetilmiştir.</p>";
tömbeki;"<p> <b>Farsça</b> <i>tunbak</i> تنبك <span style=""visibility:hidden;font-size:0px"">z</span> ""dürüm, lavaş parçasına dolanarak alınan lokma, tulum"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2B%C4%AB"">+ī</a> ekiyle türetilmiştir. Farsça sözcük <b>Farsça</b> <i>tanbīdan</i> تنبيدن <span style=""visibility:hidden;font-size:0px"">z</span> ""burmak, dürmek"" fiilinden türetilmiştir. </p>";
cüda;"<p> <b>Farsça</b> <i>cudā</i> جدا <span style=""visibility:hidden;font-size:0px"">z</span> ""ayrı, uzak"" sözcüğünden alıntıdır. Farsça sözcük <b>Orta Farsça</b> <i>yutāg</i> ""ayrı"" sözcüğünden evrilmiştir. Bu sözcük <b>Avesta (Zend) dilinde</b> aynı anlama gelen <i>yuta-</i> sözcüğü ile eş kökenlidir. </p>";
gereç;"<p> <b>Türkiye Türkçesi</b> yazılı örneği bulunmayan <i>*gere-</i> fiilinden Yeni Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=y&amp;ww=%2B%28g%29A%C3%A7"">+(g)Aç</a> ekiyle türetilmiştir. Türkçe fiil <b>Eski Türkçe</b> <i>kerge-</i> ""gerekmek"" fiilinden evrilmiştir. </p>";
engebe;"<p> <b>Yeni Yunanca</b> <i>engopi</i> εγγοπή <span style=""visibility:hidden;font-size:0px"">z</span> ""kırık, yarık"" sözcüğünden alıntıdır. Yunanca sözcük <b>Eski Yunanca</b> aynı anlama gelen <i>enkopḗ</i> εγκοπή <span style=""visibility:hidden;font-size:0px"">z</span> sözcüğünden evrilmiştir. Bu sözcük <b>Eski Yunanca</b> <i>kóptō</i> κόπτω <span style=""visibility:hidden;font-size:0px"">z</span> ""kesmek, kırmak"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=p&amp;ww=en%2B"">en+</a> önekiyle türetilmiştir. (Kaynak: <u><span style=""cursor:pointer"" title=""Oxford 1996"">Liddell &amp; Scott, A Greek-English Lexicon sf.</span> 473&lt;/u&gt;) </u></p>";
